GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	GO ASPECT
UniProtKB	A0A2K5HWJ7	NOTCH2	involved_in	GO:0072014	proximal tubule development	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O35516|ensembl:ENSMUSP00000078741	336983	Ensembl		P
UniProtKB	A0A2K5JCZ4	DLL1	involved_in	GO:0072014	proximal tubule development	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q61483|ensembl:ENSMUSP00000014917	336983	Ensembl		P
UniProtKB	A0A2K5JVD4	HEYL	involved_in	GO:0072014	proximal tubule development	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9DBX7|ensembl:ENSMUSP00000040576	336983	Ensembl		P
UniProtKB	A0A2K5K5V5	PKD1	involved_in	GO:0072237	metanephric proximal tubule development	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P98161|ensembl:ENSP00000262304	336983	Ensembl		P
UniProtKB	A0A2K5KQM4	AQP11	involved_in	GO:0072014	proximal tubule development	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8BHH1|ensembl:ENSMUSP00000146215	9531	Ensembl		P
UniProtKB	A0A2K5LYC7	PKD1	involved_in	GO:0072237	metanephric proximal tubule development	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P98161|ensembl:ENSP00000262304	9531	Ensembl		P
UniProtKB	A0A2K5MVS5	HEYL	involved_in	GO:0072014	proximal tubule development	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9DBX7|ensembl:ENSMUSP00000040576	9531	Ensembl		P
UniProtKB	A0A2K5N361	DLL1	involved_in	GO:0072014	proximal tubule development	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q61483|ensembl:ENSMUSP00000014917	9531	Ensembl		P
UniProtKB	A0A2K5NLD8	NOTCH2	involved_in	GO:0072014	proximal tubule development	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O35516|ensembl:ENSMUSP00000078741	9531	Ensembl		P
UniProtKB	A0A2K5QD84	HEYL	involved_in	GO:0072014	proximal tubule development	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9DBX7|ensembl:ENSMUSP00000040576	1737458	Ensembl		P
UniProtKB	A0A2K5SJC3	PKD1	involved_in	GO:0072237	metanephric proximal tubule development	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P98161|ensembl:ENSP00000262304	1737458	Ensembl		P
UniProtKB	A0A2K5TUZ0	AQP11	involved_in	GO:0072014	proximal tubule development	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8BHH1|ensembl:ENSMUSP00000146215	9541	Ensembl		P
UniProtKB	A0A2K5TYP7	A0A2K5TYP7	involved_in	GO:0072230	metanephric proximal straight tubule development	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q02013|ensembl:ENSMUSP00000004774	9541	Ensembl		P
UniProtKB	A0A2K5TYP7	A0A2K5TYP7	involved_in	GO:0072232	metanephric proximal convoluted tubule segment 2 development	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q02013|ensembl:ENSMUSP00000004774	9541	Ensembl		P
UniProtKB	A0A2K5U7N0	NOTCH2	involved_in	GO:0072014	proximal tubule development	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O35516|ensembl:ENSMUSP00000078741	9541	Ensembl		P
UniProtKB	A0A2K5VUI3	EGM_00522	involved_in	GO:0072014	proximal tubule development	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9DBX7|ensembl:ENSMUSP00000040576	9541	Ensembl		P
UniProtKB	A0A2K5W4T9	PKD1	involved_in	GO:0072237	metanephric proximal tubule development	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P98161|ensembl:ENSP00000262304	9541	Ensembl		P
UniProtKB	A0A2K5X1M3	DLL1	involved_in	GO:0072014	proximal tubule development	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q61483|ensembl:ENSMUSP00000014917	9541	Ensembl		P
UniProtKB	A0A2K5XLP8	PKD1	involved_in	GO:0072237	metanephric proximal tubule development	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P98161|ensembl:ENSP00000262304	9568	Ensembl		P
UniProtKB	A0A2K5Y0V4	AQP11	involved_in	GO:0072014	proximal tubule development	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8BHH1|ensembl:ENSMUSP00000146215	9568	Ensembl		P
UniProtKB	A0A2K6A4I5	A0A2K6A4I5	involved_in	GO:0072230	metanephric proximal straight tubule development	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q02013|ensembl:ENSMUSP00000004774	9568	Ensembl		P
UniProtKB	A0A2K6A4I5	A0A2K6A4I5	involved_in	GO:0072232	metanephric proximal convoluted tubule segment 2 development	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q02013|ensembl:ENSMUSP00000004774	9568	Ensembl		P
UniProtKB	A0A2K6AS68	HEYL	involved_in	GO:0072014	proximal tubule development	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9DBX7|ensembl:ENSMUSP00000040576	9545	Ensembl		P
UniProtKB	A0A2K6B4X1	DLL1	involved_in	GO:0072014	proximal tubule development	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q61483|ensembl:ENSMUSP00000014917	9545	Ensembl		P
UniProtKB	A0A2K6BA81	NOTCH2	involved_in	GO:0072014	proximal tubule development	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O35516|ensembl:ENSMUSP00000078741	9545	Ensembl		P
UniProtKB	A0A2K6DWP2	PKD1	involved_in	GO:0072237	metanephric proximal tubule development	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P98161|ensembl:ENSP00000262304	9545	Ensembl		P
UniProtKB	A0A2K6E3G1	AQP11	involved_in	GO:0072014	proximal tubule development	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8BHH1|ensembl:ENSMUSP00000146215	9545	Ensembl		P
UniProtKB	A0A2K6EF23	HEYL	involved_in	GO:0072014	proximal tubule development	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9DBX7|ensembl:ENSMUSP00000040576	379532	Ensembl		P
UniProtKB	A0A2K6EPG8	PKD1	involved_in	GO:0072237	metanephric proximal tubule development	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P98161|ensembl:ENSP00000262304	379532	Ensembl		P
UniProtKB	A0A2K6ES72	DLL1	involved_in	GO:0072014	proximal tubule development	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q61483|ensembl:ENSMUSP00000014917	379532	Ensembl		P
UniProtKB	A0A2K6F514	A0A2K6F514	involved_in	GO:0072232	metanephric proximal convoluted tubule segment 2 development	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q02013|ensembl:ENSMUSP00000004774	379532	Ensembl		P
UniProtKB	A0A2K6F514	A0A2K6F514	involved_in	GO:0072230	metanephric proximal straight tubule development	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q02013|ensembl:ENSMUSP00000004774	379532	Ensembl		P
UniProtKB	A0A2K6JMU0	HEYL	involved_in	GO:0072014	proximal tubule development	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9DBX7|ensembl:ENSMUSP00000040576	61621	Ensembl		P
UniProtKB	A0A2K6JV59	AQP11	involved_in	GO:0072014	proximal tubule development	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8BHH1|ensembl:ENSMUSP00000146215	61621	Ensembl		P
UniProtKB	A0A2K6JVP9	PKD1	involved_in	GO:0072237	metanephric proximal tubule development	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P98161|ensembl:ENSP00000262304	61621	Ensembl		P
UniProtKB	A0A2K6MJG7	NOTCH2	involved_in	GO:0072014	proximal tubule development	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O35516|ensembl:ENSMUSP00000078741	61621	Ensembl		P
UniProtKB	A0A2K6N121	A0A2K6N121	involved_in	GO:0072230	metanephric proximal straight tubule development	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q02013|ensembl:ENSMUSP00000004774	61621	Ensembl		P
UniProtKB	A0A2K6N121	A0A2K6N121	involved_in	GO:0072232	metanephric proximal convoluted tubule segment 2 development	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q02013|ensembl:ENSMUSP00000004774	61621	Ensembl		P
UniProtKB	A0A2K6N818	A0A2K6N818	involved_in	GO:0072230	metanephric proximal straight tubule development	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q02013|ensembl:ENSMUSP00000004774	61622	Ensembl		P
UniProtKB	A0A2K6N818	A0A2K6N818	involved_in	GO:0072232	metanephric proximal convoluted tubule segment 2 development	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q02013|ensembl:ENSMUSP00000004774	61622	Ensembl		P
UniProtKB	A0A2K6PUS3	PKD1	involved_in	GO:0072237	metanephric proximal tubule development	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P98161|ensembl:ENSP00000262304	61622	Ensembl		P
UniProtKB	A0A2K6Q4X1	HEYL	involved_in	GO:0072014	proximal tubule development	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9DBX7|ensembl:ENSMUSP00000040576	61622	Ensembl		P
UniProtKB	A0A2K6QH44	NOTCH2	involved_in	GO:0072014	proximal tubule development	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O35516|ensembl:ENSMUSP00000078741	61622	Ensembl		P
UniProtKB	A0A2K6RLD5	AQP11	involved_in	GO:0072014	proximal tubule development	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8BHH1|ensembl:ENSMUSP00000146215	61622	Ensembl		P
UniProtKB	A0A2K6RZK7	NOTCH2	involved_in	GO:0072014	proximal tubule development	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O35516|ensembl:ENSMUSP00000078741	39432	Ensembl		P
UniProtKB	A0A2K6T7L1	DLL1	involved_in	GO:0072014	proximal tubule development	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q61483|ensembl:ENSMUSP00000014917	39432	Ensembl		P
UniProtKB	A0A2K6TRN5	PKD1	involved_in	GO:0072237	metanephric proximal tubule development	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P98161|ensembl:ENSP00000262304	39432	Ensembl		P
UniProtKB	A0A2K6V1D0	HEYL	involved_in	GO:0072014	proximal tubule development	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9DBX7|ensembl:ENSMUSP00000040576	39432	Ensembl		P
UniProtKB	A0A2R8MP89	AQP11	involved_in	GO:0072014	proximal tubule development	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8BHH1|ensembl:ENSMUSP00000146215	9483	Ensembl		P
UniProtKB	A0A2R8N817	NOTCH2	involved_in	GO:0072014	proximal tubule development	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O35516|ensembl:ENSMUSP00000078741	9483	Ensembl		P
UniProtKB	A0A2R8PW40	tbx2a	involved_in	GO:0072019	proximal convoluted tubule development	ECO:0000315	IMP	PMID:27840199	ZFIN:ZDB-MRPHLNO-140123-2	7955	ZFIN		P
UniProtKB	A0A2R8QDU7	ift88	involved_in	GO:0072019	proximal convoluted tubule development	ECO:0000315	IMP	PMID:19127979	ZFIN:ZDB-MRPHLNO-050506-2	7955	ZFIN		P
UniProtKB	A0A2R8QF28	mecom	involved_in	GO:0035776	pronephric proximal tubule development	ECO:0000315	IMP	PMID:24309209	ZFIN:ZDB-MRPHLNO-150410-1|ZFIN:ZDB-MRPHLNO-150424-1	7955	ZFIN		P
UniProtKB	A0A2R8QFK0	ift88	involved_in	GO:0072019	proximal convoluted tubule development	ECO:0000315	IMP	PMID:19127979	ZFIN:ZDB-MRPHLNO-050506-2	7955	ZFIN		P
UniProtKB	A0A2R8QRB2	ift88	involved_in	GO:0072019	proximal convoluted tubule development	ECO:0000315	IMP	PMID:19127979	ZFIN:ZDB-MRPHLNO-050506-2	7955	ZFIN		P
UniProtKB	A0A2R8QSL6	ift88	involved_in	GO:0072019	proximal convoluted tubule development	ECO:0000315	IMP	PMID:19127979	ZFIN:ZDB-MRPHLNO-050506-2	7955	ZFIN		P
UniProtKB	A0A2R9A8I0	HEYL	involved_in	GO:0072014	proximal tubule development	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9DBX7|ensembl:ENSMUSP00000040576	9597	Ensembl		P
UniProtKB	A0A2R9AJT7	AQP11	involved_in	GO:0072014	proximal tubule development	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8BHH1|ensembl:ENSMUSP00000146215	9597	Ensembl		P
UniProtKB	A0A2R9BEL7	DLL1	involved_in	GO:0072014	proximal tubule development	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q61483|ensembl:ENSMUSP00000014917	9597	Ensembl		P
UniProtKB	A0A2U9BN20	F2P81_010164	involved_in	GO:0072019	proximal convoluted tubule development	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q6IVV8|ensembl:ENSDARP00000027024	52904	Ensembl		P
UniProtKB	A0A2U9CM18	SMAX5B_016912	involved_in	GO:0035776	pronephric proximal tubule development	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q5XJQ7|ensembl:ENSDARP00000023564	52904	Ensembl		P
UniProtKB	A0A2U9D2A7	SMAX5B_001626	involved_in	GO:0035776	pronephric proximal tubule development	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:E7EZE3|ensembl:ENSDARP00000027867	52904	Ensembl		P
